rating,review
__label__5 ,der er ikke så meget og sige.. hurtig afhandling af bestillinghurtigt afsendtog intet galt med noget som helst
__label__5 ,har over det sidet 4 århandlet meget it udstyr hos kompletordre lever altid som lovettil lovet prisreklamationer håndter også altid korrekt og hurtigt. til til hver tid anbefale komplet
__label__5 ,de får tingene først og de er ofte blandt de billigste. hvis man bor i kbh er deres dropoff centre bekvemt. deres service har været fin jeg har dog ikke haft behov for at rma noget endnu så skal ikke kunne sige hvad der sker hvis man får en doa item.
__label__5 ,nem betjening og hurtig levering
__label__5 ,faldt tilfældigvis over dette firmada jeg skulle bruge en julegave i 2011. de er bare de bedste. mange venlige hilsner ruth trier
__label__5 ,jeg har handlet der i over 4 år nu og har ikke haft nogen grund til at være negativ over deres behandling den kan nogle perioder godt tage lidt tid men det må man forvente hilsen php
__label__5 ,har handlet der flere gangog de har altid været hjælpsomme når der har været spørgsmål eller små problemer. har desuden ofte facebook event og special tilbud som er fede at følge med i
__label__1 ,jeg er skuffet over komplet og det er min ven også. jeg købte en lg bluray afspiller da jeg sat den til var der 2 fejl så ringe jeg til dem og sagde den var i stykker jeg kunne få pengene tilbage han vil sende en mail over til mig som jeg skulle skrive under han sagde der vil gå 10 min fik den aldrig... min ven har købt 2 dyre projektor der ind de var i stykker da han fik dem
__label__5 ,en bestilt demovare kunne ikke leveres. komplet glemte at meddele mig dettemen da jeg gjorde dem opmærksom på dettilbød de straks at sende en splinterny vare til samme pris. super service.
__label__4 ,perfekt varemeget god pris. forsendelse dog ikke billigsteog da jeg sendt ind til reparation for at se om det virkede (hvilket den gjorde) var lidt langsom
__label__4 ,produktet ventedes hjem næste dag og derfor ingen ordentlig besked før 3-4 dage senere. heller ingen ordrebekræftelsekun en bekræftelse på at bestillingen var modtaget. lidt rodet foretagende. men det kom da efter 9 dage. at jeg ikke kan få det til at virke er ikke jeres skyld.
__label__4 ,stort udvalg og det meste på lager til gode priser. men leveringstiden er 2 dage og det er uden omdelingså man selv skal på posthuset. gik lidt lang tid inden jeg fik sms om at pakken kunne afhentes i forhold til hvad jeg kunne se med track & trace. synes fragtprisen er for høj når det er uden omdeling. man burde kunne vælge med eller uden omdeling til forskellige priser.
__label__4 ,nu har jeg handlet et par gange ved demlevering holder ikke helt til hvad de lover 1-2 dage. ( mere 3 - 6 hverdage). med ellers er det ganske fornuftig service og shop.
__label__5 ,alt gik perfekt!jeg bruger nettet en delbåde til at købe ting og sager privat og en del i mit job og kan kun sigei gør et perfekt job.
__label__5 ,varen som forventet og hurtig levering
__label__3 ,dog er det meget ærgerligt at man ikke kan/vil lave en aftale med post danmark om at levere pakkerne til døren og at man derfor for vores vedkommende der bor i landzonerne skal ud og køre over 20 km efter leveringen. det er rigtigt træls.... :-(
__label__5 ,bestilte et 50 pansonic plasma tv og der gik vist 3 hverdage så var det på matriklen.
__label__5 ,jeg bestilte søndag aftenog kun afhente mine varer tirsdag på posthuset. det syntes jeg er rigtig god service og hurtig levering. kan kun anbefales.
__label__2 ,da de opdagede at de havde lavet en fejlfik jeg produktet til markant lavere pris. aldrig nogen problemer med rma sager eller noget. super nordmænd siger jeg bare.update: det trækker utroligt meget ned at de benytter sig af infocare til reperationer af f.eks. bærbare.
__label__5 ,som altid perfekt service... leveret lige til posthuset... sikkert og uden skrammer...
__label__5 ,kan kun anbefale købgennem komplettder er ingen risiko - ingen ærgelser - kun god service.
__label__5 ,du skulle prøve atkøbe noget fra komplett det er en god service du får der inde.
__label__3 ,pakke ligger på posthus i 7 dage før der gives besked om mulig afhentning
__label__5 ,venlig og hjælpsom telefon support ved spørgsmål omkring computer opsætning. levering var hurtig og effektivldog uden track & trace da budstikken's har problemer med at få deres computere til at bruge systemet korrektalt i alt en god service der fortjener 5 stjerner da de små irritationer der opstod grundet budstikkens manglel på track & trace ikke var deres skyld
__label__4 ,hurtig ekspedition uden problemer
__label__5 ,handlen gik fintog levering gik som lovet.
__label__4 ,der var ikke nogen problemer med produktetmen fragten var lidt ringe. der er lovet 1-2 dage fragt.. jeg bestilte den en fredag og produktet kom først den efterfølgende torsdag... altså det giksys bare lige jeg ville sige det :)
__label__4 ,leverede til tiden og prisen alt ok
__label__4 ,bredt uvalg af en masse elektroniske varebruger selv kun gaming afdelingenmen perfekt support og løbene vildt gode tilbud.meget fin butik som helhed.anbefalet
__label__3 ,har altid været glad for komplett men der var en lille smutter denne gang. de har ikke 100% afklaret politikken med budstikken der bliver skrevet i mailen at budstikken ringer og siger hvornår de kommer det gjorde de så ikke dvs jeg var nød til at tage fri fra job for at sidde ogvente hele dagen det er en del man mister i tabt løn og så er det jo pludselig ikke billigt mere fjernsynet virkede ikke da de kom frem men det er ikke kompletts skyld heldighvis har lg en super service så de klare alt jeg skal ikke engang hen og pakke det ned igen. levering tog også3-4dage og ikke 2 som der står. bestilte fredag og det var fremme onsdag.
__label__5 ,som altid er det overskueligt og handle på komplett.dkog skulle der bliver problemerså løser deres kundeservice altid problemerne
__label__2 ,man ville kunne få varen iløbet a 3-5 dage men jeg ventet 1månde er det bare ikke hurtig
__label__1 ,tror jeg køber 975 ml sæbedet viser billedet. men det jeg får er får 473 ml da jeg ringer og beklager mig får jeg at vide at der kan være fejl på billederne. ja det skal jeg love for i min verden hedder det svindel !!!
__label__5 ,hurtig og enkel servicekan ikke sætte en finger på noget.
__label__5 ,fik mine varer hurtigt og nemt. hjemmesiden er også ret billig med skide gode tilbud. 5 stjerner!
__label__5 ,jeg har nu handlet hos komplett.dk i nogle år og kan kun beskrive hver handel som positiv. jeg køber primært computer løsdele hos dem og som med alle andre elektronik produkter forekommer der fejl. heldigvis er de super til at behandle rmahver gang har jeg fået et nyt produkt i erstatning og alt porto betalt(frem og tilbage). de er desuden gode til at mail med rma'ens forløbdet er rart at få at vide at de har modtaget ens pakke. alt i alt har jeg været igennem deres rma system 5gange og de har ikke skuffet mig endnu.derudover syntes jeg også at de har en god kundeservicejeg har aldrig skulle vente længere end 5min maksimum for at få kontaktom jeg så bare har været heldig skal jeg ikke kunne sige.
__label__4 ,har efterhånden købt mange ting fra komplettog har altid været tilfreds.det eneste jeg umiddelbart vil sætte en finger påer deres rma systemsom har en tendens til at være en smule langsomt - men man får altidhvis reparation ikke er muliget nyt tilsvarende produkt retur.
__label__5 ,jeg kan godt lide komplett service både facebook og live chat .deres priser er også gode
__label__5 ,god serviceog overraskende hurtig levering. ingen minuser i min kundeoplevelse.
__label__5 ,bestilte en bærbar onsdag og modtog den torsdag. fik ordrebekræftelse og senere en mail om at varen var pakket og afsendt. alt fungerede som det skulleikke noget at klage på her.mvh michael
__label__3 ,selv om varerne var på lager samt at jeg havde ringet 2 agnge for at sikre mig at de komblev de først afsendt om aftenen 2 dage efter bestillingså de altså først kom med posten på 3. dagen efter bestilling. og det så op til en weekend .... så 6 dage på varer de havde på lager ... ikke godt nok
__label__4 ,hurtig levering men svær at følge da linket til track and trance aldrig virkede. nå pyt med dettvet var hurtig på min addresse.
__label__4 ,jeg synes at det er dejligt at man kan følge sin ordre over nettetog at man kan få en sms når en pakke er nået fra norge til danmarkog om pakken er forsinket eller på vej.men var på et tidspunkt i tvivl om post danmark kom med pakkeneller om jeg selv skulle hente pakken på nærmeste posthusdet stod ikke så tydligt.
__label__5 ,tak for jeri er alt for hurtigt :))
__label__2 ,jeg bestilte en computer måtte skrive mbåde mails og ringe flere gange før der skete noget. det tog ca. 1 måned før varen blev leveret.
__label__5 ,komplett er bare super effektive og har nogle gode priser. du kan sikkert finde nogle komponenter billigere men fordelen ved at bestille hos komplett er at de som regel altid har stort set alt hvad du skal bruge på lager og der er korte leveringstider. med deres pickup store giver det folk som mig mulighed for at hente mit indkøb uden at skulle være afhænging af post dk.når det sker at der er noget der er defekt så tager det jo ingen tid at få lavet en rma sag og derefter så krediteret eller sendt noget nyt grej.
__label__5 ,har generalt en god oplevelse med firmaet. jeg har bruget det nogle gange nu. hjælpsom når man står med teknisk problem/spørgsmål. overholder leveringstiden. det er de rigtige vare der kommer. ingen sure miner hvis man laver reklamation over en vare.
__label__5 ,det var nemt og overskeligt at guide sig igennem sidenog sammensætte computeren så den passede præcis til mine behov. udover det fik jeg godpræcis og forståelig forklaring da jeg havde nogle spørgsmål til nogle krav som den skulle leve op tilhos deres service. det er helt klart et sted hvor jeg vil handle igen.
__label__5 ,hurtig lervering og pakket godt ! handler altid hardware her. +++++++ her fra.
__label__1 ,yderst dårlig behandling af kundernejeg bestilte en dvd-rom (windows home server 2011)og betalteda jeg finder dem på nettet er prisen ca 300 ( 300 og et eller andet )da jeg når frem til kasen er prisen så pludseligt over 400 kr.jeg venter så på min dvd somjeg har fået at vide er der inden for 2 dagemen 4 dage efter har jeg intet modtaget..det viser sig så at de er så dybt aurogante at de sender alt på en sådan måde at posten ikke kommer til adressenog at posten ej helller gidder gøre opmærksom på at der er kommet nogetman må simpelt hend igang med et støre efterforsknings arbejde for at finde ud af at det er kommet og hvilket af de mange postkontore man skal henvende sig til.komplet.dk er slet ikke hjælpsommesnare det stik modsattede siger til folk man er fulde af løgn ligegyldigt hvad man siger til dem.så undgå en masse besvær og handel et andet sted end hos komplet.dkfor intet af det de lover bliver overholdt afligevel og man får en masse ærgelser og spild tid brugt hvis man handler hos dem
__label__5 ,jeg fik en god hurtig behandling
__label__4 ,det her var faktisk første ganghvor det ikke gik helt som smurt ved mine bestillinger hos komplett. fik besked om at produktet var afsendt og fik et t&t nummermen ikke nogen sms om at det kunne hentesligesom t&t ikke var aktivt. efter et par dages venten kontaktede jeg kundeserviceder informerede mig om at de havde lidt udfordringer i deres interne leverings procedurermen at min pakke ville komme dagen efter. det gjorde den så - endda til døren med en ret tung recieverså alt i alt fin service.
__label__5 ,fed service og hurtigt levering
__label__5 ,jeg synes det er gået fint fra bestilling til selv afhentning i avedøre.
__label__5 ,jeg har gennem mine 10 år som daglig leder i ittjenesten.dkhandlet hos mange forskellige leverandører. nogle bedre end andremen har dog aldrig været helt tilfreds. det var tit jeg oplevede haltende leveringstiderog opstod der problemer var det svært om end umuligt at få fat i de mennesker der stod bag online forretningen. jeg må sige at være yderst tilfreds med komplett.dkda jeg altid kan stole på deres leveringstiderog altid god service hvis der skal telefoneres eller emailes .. og ikke mindst en super overskuelig hjemmeside. keep on going!
__label__5 ,suoer handelsuper hjælp og hurtig forsendelse.
__label__5 ,tjae... der er jo ikke så meget at sige. bestilte to gamere hos komplettog fik dem leveret som aftalt. de kører upåklageligt direkte fra kassenså det var minimalthvad jeg selv skulle/ville pille ved.
__label__5 ,hurtig levering
__label__3 ,bestilte en vare og den kom næsten 1 måned for sent
__label__5 ,har handlet hos komplett.dk flere gange og har aldrig haft nogle problemerde er ikke de allerbilligsteog deres sortiment er ikke det størstemen de har jævnligt nogle gode tilbud...
__label__1 ,lad være med at handle med komplett.dk. vi har købt en bærbarsom var defekt og 2 måneder senere har vi stadigvæk ingen bærbar. den kom retur uden fejlen var rettet og blev sendt tilbage. først idag næsten 3 uger efter de har modtaget den har de sendt den videre til acersom nok skal bruge 2-3 uger til at behandle den. dvs 3 måneder i bedste fald. det er får dårligt. lad være med at købe pc der
__label__5 ,varer på lagerdagen efter til afhentning. kan ikke gøres bedre.
__label__5 ,sendte en gps retur til reparation der var ikke nogen fejl og fik den hurtig tilbage igen.
__label__5 ,har aldrig har problemer med handler på komplett.dk :-)
__label__5 ,tv bestilt og dagen efter var det klar til afhentning i deres pick-up point.
__label__2 ,jeg bestilte i går kl lidt over 1 en pc og lidt andet på komplett. jeg kigger på de forskellige leveringsmåderda jeg gerne vil have den optil weekenden og ser til min store glæde at jeg vil kunne afhente den i københavns pick up dagen efter jeg har bestilt. dine varer vil blive sendt til vores pick-up-pointhvor du kan afhente din pakke hverdagen efter du har foretaget din bestilling. åbningstider: 11:00-18:00 alle hverdage.jeg tænker fedt da jeg har en bil tilgængelig i denne uge og bestiller.da jeg så går over i komplett og spørger efter min pakke i dag får jeg af vide jeg først kan hente den på mandag..virkeligt lavsigt
__label__5 ,jeg har i mange år købt alt mellem himmel og jord fra komplett.dkog jeg har endnu ikke prøvet at blive skuffethverken i forhold til prisservice eller leveringstid. jeg har haft en del reklamationer derfra i tidens løbprimært fordi jeg køber praktisk talt teknik derfranogle gange går ting bare i stykkerog har på intet tidspunkt fået en dårlig behandling.når det kommer til at købe ting på nettet og man evt er bekymret for om butikken overholder garantienså vil man aldrig gå galt i byen! og når det så tilmed er billigt og meget overskueligt at købe derfra og følge med i ens handels udviklinger der ikke rigtigt nogen grund til at lade være. kan varmt anbefales. (og nejjeg arbejder der ikke - jeg synes virkelig bare det er en fed butik).
__label__3 ,hvis du køber pc hos komplett.dk skal du være opmærksom påat din hardware ikke bliver optimeret. dvs. at bestiller du f.eks. 1600mhz ramså bliver de ikke sat op til at køre 1600mhz. det skal du selv gøre via biosaltså hvis du kan finde ud at det!jeg betaler komplett.dk for at sætte min pc sammenog jeg forventer derforat alt kører som det skal. jeg skal ikke selv til at rode med det bagefter. men det er ikke tilfældet. pc'en bliver sat sammen og så klasker man windows iog dermed færdig!
__label__5 ,kan kun anbefale komplett.dk. fik varen 2 dage efter bestilling. kan næsten ikke gå meget hurtigere.
__label__5 ,jeg har nu af flere omgange handlet hos komplettog hver gang er det gået efter bogenen enkelt gang har jeg retuneret en vare (fortrudt købet)også uden problemer. så kan kun anbefale dem /michael
__label__5 ,jeg kan kun rose komplett til alle mine venner og andrejeg fik alt den hjælp jeg skulle bruge i forbindelse med køb af bærbar computer
__label__4 ,forudbestilte en tablet på komplettog havde regnet med at modtage den på lanceringsdatoenmen måtte vente yderligere tre dage pga. en forsinkelse hos det norske postvæsen. ikke kompletts skyldmen det er trods alt demder har valgt deres leveringsmetoder.
__label__5 ,har intet negativt at sige om komplett.dk :dde gør som der bliver sagt og tingene kommer til tiden ;)
__label__4 ,modtog en bestillingsbekræftelse med en række forbehold. bekræftelsen burde snarest muligt ha` været fulgt op af en ordrebekræftelse.
__label__5 ,der er ikke noget negativt overhovedet at sige herfrakomplett leverer varer til ordentlige priser og informationer om leveringstidspunkt fungerer perfekt. thumb's up!
__label__3 ,vil gerne det skal går lidt hurtige når man bestille nye pc
__label__4 ,har købt en gamer 8k stationær computer. bestilte d. 18/1 og modtog den d. 30/1. den lange leveringstid var som angivet på hjemmesidenså det kan komplett ikke klandres. det kan selve leveringen af computeren til gengæld.jeg betalte 300 kr for at få leveret computeren til døren med budstikken. det står flere steder på hjemmesiden og i mailsat jeg vil blive kontaktet for at aftale tid på dagen for levering. jeg går så ud fraat budstikken vil ringe i god tidså man har en chance for at planlægge dagenså da jeg ikke hører noget om formiddagen d. 27/1tager jeg på arbejde. budstikken ringer så kl 14hvor jeg sidder i mødeog kan først ringe tilbage kl 15. her får jeg så at videat budet er kørt igenog at jeg først kan få computeren mandagen (d. 30/1). han kender i øvrigt intet til kompletts påstand om at han skal ringe og aftale tid på dagen. enten er komplett ikke i stand til at formidle deres leveringsforhold på en korrekt måde til forbrugereneller også er deres aftale med budstikken ikke helt som de fremstiller den. uanset hvadså finder jeg det kritisabeltat jeg skal vente yderligere 2 dage på min computer pga. uklare leveringsforhold.i øvrigt er der ikke noget at sætte på købet. god prisog computeren præsterer som forventet; godt!
__label__5 ,jeg handler primært hos 2 forhandlere af it udstyr hvor komplett er den ene. det er nemthurtigt og prisen er også i den lave del af markedet. i forhold til rma har det altid gået uden problemer. jeg har intet at udsætte på komplett.
__label__5 ,super god internet butikbillig og hurtig levering
__label__5 ,det virker bare og priserne et altid konkurrence dygtige
__label__4 ,nemt at bestillekommer til tiden og bestiller gerne en anden gang.
__label__5 ,meget hurtig levering uden problemer
__label__5 ,har handlet der 3 gangefragten er hurtigservice er super. prisen er nogle gange bedre end andre steder. men deres ugentlig tilbud kan ingen sted slå.
__label__5 ,alle gange jeg har handlet eller lavet rmahar der aldrig været nogle problemer.
__label__4 ,imødekommenhed og god vejledning per tlf. før købet. ingen problemer med returnering af varer. velfungerende reklamationspolitik bortset fra en enkelt gang. leveringstiderne synes jeg dog er blevet lidt længere generelt i forhold til tidligere.
__label__5 ,meget hurtig levering lige til døren - perfekt.
__label__5 ,har flere gange købt ved komplett.dk og har altid fået varen super hurtigt og uden problemer. vil nok stadig være mit favorit sted at handle it deleda prisen også er fornuftig. mangler dog lige at de også introducerer fri levering ;)
__label__5 ,hurtig ekspeditionsuper service.
__label__5 ,hertig og fin bestillingsganghurtig levering. manglede mail med oplysninger om leveringssted. skulle ind i post nordens hjemmeside for at se hvor varen skulle afhentes
__label__5 ,jeg synes du er meget tillidsfuld og har aldrig svigtet mig når der er opstået problemer. derfor vil jeg i fremtiden henvende mig til dignår jeg har brug for hjælp.
__label__5 ,jeg har handlet med komplett mange gange og jeg er aldrig blevet skuffet. de har hvad man skal brugeog gode priser.det er en af de bedste net butikker jeg har handlet med. hjemmesiden er god og overskuelig og man finder det man har brug for. midt sidste køb hos dem hvad nogle ram stænger til min imac 16 gb og det fungerer bare. derfor 5 stjerner.
__label__5 ,afgav ordre mandag morgen kl. 10. kl 14 næste dag fik jeg smsat jeg kunne afhente mit køb på posthuset. flot
__label__4 ,bestildte grafik kort og ram.rammen hvade jeg bestildt ddr3 ved en fejl og retuneret uden problemer.grafik kortet funker perfekt :)
__label__4 ,faldt for et sæt turtle beach ear force z6a ægte surround hovedtlf som jeg bare måtte ha. sendte en mail til komplettog efter en time besluttede jeg at ringe til dem. fortalte sælgerenat de kunne købes på nettet til 750.- plus forsendelseog komplett tog 1295.-hvilket nok var lige i overkanten... han var enig og vi blev enige om 950.- med afhentning i kbh. så langt så godt og en god handel for begge parter. har afhentet dem og de spiller suplimt. det morsomme er blotat jeg også fik svar på min mailhvor henrik fra salgsservice kom med en forelæsning. han skrev: >ved køb fra uk eller us skal du huske der kommer moms og skat påså derfor er prisen som den er. vi har ikke tænkt os at sætte prisen ned på den. det er prisen i dk.< at han ikke kender toldreglerne fra et uk købog han ikke vil gi rabat og lave et salgfirmaet under alle omstændigheder tjener påer nok mest hans problemmen moralen må entydigt væreat ønsker du at handle med det firma du skal købe hosså er der stadig intet der slår personlig kontakt... så skal du handle hos komplett så ring til dem! hilsen lava
__label__5 ,super hurtig levering fra dag til dag :-) all i need
__label__5 ,nu har jeg handlet nogle gange herinde. og alt har været som det skulle være. jeg fik hvad jeg skulle have.jeg kunne følge varen hele vejen hjem til mig. så det bliver nok også komplett der får den næste ordre.
__label__5 ,de leverer hurtigt og man får det rigtige man har bestilt
__label__3 ,da min pakke ikke var ankommet efter 3 dage og jeg kunne se at pakken lå på posthusetså kontaktede jeg komplett support. her fik jeg at videat postdanmarks system ikke kunne kontakte migpå trods afat de havde både mit mobil-nummer og min email-addresse.
__label__5 ,jeg bestilte en asus bærbar til en rigtig god pris. den er ankommet i god stand - transport tager en dag længere end normalt da deres lager ligger i norge.
__label__5 ,super godt sted og altid gode ting og hurtig levering
__label__5 ,jeg har købt 2 bærbare asus modeller - de blev leveret som aftalt og varen lever op til mine forventninger. komplett har en fin hjemmesidehvor der altid er relevante produkt oplysninger og links til uafhængige test. priserne er konkurrence dygtige og udvalget er stort.det eneste jeg mangler er flere modeller af stationære pc hvor prisen med os kommer ned på 4000 kr. f.eks med intel i3 eller amd cpu.
__label__5 ,jeg handler tit hos jerfordi i varerne er i god kvalitetog servicen er meget god! men der er en tingjeg synes er lidt dårligter at i ikke tager imod mastercardog at man skal betale for fragtenselvom man selv henter varerne i butikken. men ellers er alt godt!
__label__3 ,jeg var nød til at køre hele vejen til hvidovre for at hente min computer fordi i ikke kan tage mastercard i jeres københavns afdeling. jeg er overordnet tilfreds med jeres side og priser og koncept men det
__label__4 ,rimelig godt vareudvalg og hurtig ekspedition hvis varen er hjemme
__label__5 ,super handel lige som det skal være vender helt sikkert tilbage
__label__1 ,jeg kan ikke anbefale komplett.dk til nogen som helst ikke engang folk jeg ikke kan lide ;-(man skulle jo tro i disse tider hvor mange firmaer går konkurs at et firma som komplett der reklamerer for at de har været trusted by geeks since 1996 skulle have fundet ud af hvordan man skulle behandle sine kunder.alt startede ellers godt den 30/12-11 da jeg ringede til komplett kunde service for at høre hvor længe det ca ville tage at få sin computer ham jeg snakkede med sagde ca 5 dag hvis alt var på lager og det sagde han at alt var. tirsdag den 3/1-12 ringede jeg igen for at bestille bf3 til min igangværende ordrer men jeg skulle kæmpe kæmpe for at få det tilføjet uden at skulle betale ekstra for detmen det lykkedes.onsdag den 4/1-12 fandt jeg så ud af jeg også skulle bruge et hdmi kabel derfor ringede jeg igen til kunde service for at få dem til at lægge det til min ordrer. men fik så af vide at min ordrer var låst og de derfor ikke kunne lægge mere på den. jeg spurgte så hvorfor den var låst og han sagde at det var fordi min computer var gået i produktionen og var i gang med at blive samlet så det gjorde jo mig glad. men skulle jo stadig bruge et hdmi kabel og efter meget frem og tilbage fik jeg så ham til at give mig et gratis hdmi kabel da jeg ikke ville betale for transporten igen.fredag den 6/1-12ringede jeg igen til kunde service for at høre om jeg ville kunne få min computer til weekendenfik så af vide at det kunne jeg ikke da den ikke var klar i nu.mandag og tirsdag brugte jeg meget tid på at snakke med kunde service om hvornår jeg ville få min computer og de kunne ikke helt fortælle mig hvornår den ville være klar til afhentning i deres pick up point. jeg lavede så en aftale med den samme kunde servicemedarbejder jeg nu efterhånden havde snakket rigtigt meget med i telefonen at hvis jeg fik 8gb ramog transport til mit arbejde med uden mere pris ville han få arbejdsro til torsdag den 12/1-12 og det gik han med til.så blev det det torsdag og jeg ringede igen igen til (cm) som er kundeservice medarbejderog spørgsmålet var jo så om min computer var klar og yes det var den han sagde så han ville få den leveret fredag den 13/01-12 hvis han kunne få en bil fra det firma de bruger.så blev det fredag den 13/1-12 woot woot jeg skulle ha min nye computer men blev godt skuffet da jeg snakkede med (cm)han ikke kunne få en bil til at komme med den. jeg ville så ikke undvære min computer til ugen efter. så jeg sagde jeg selv ville hente den i deres pick up point hvis jeg fik noget godtgørelse for det. vi aftalte jeg ville få 200kr og jeg sagde ok. da jeg så kom ind for at hente min computer var den ikke klar. mine ram som jeg skulle have var der ikke og fyren som var i deres pick up point var sådan set lidt ligeglad med altså han satte sig ned og smed fødderne op på bordet. jeg tog min computer og mit hdmi kabel og kørte med det.da jeg kom hjem og satte min computer til var der nu også problemer med computer selv om komplett.dk skriver på deres hjemmeside at de gemmetester alt.så konklusion af det hele.komplett.dk siger det tager 5 hverdage. det tog 11 dage til jeg havde min computer hos mig selv og jeg måtte selv afhente den.de 200kr som jeg skulle have i godtgørelse fik jeg af vide ville tage ca 10 bankdage.jeg ringede på den tiende dag for at høre hvor mine penge var og fik svaret der var sket en fejl og der ville gå ca 3 til 4 dag mere før jeg fik mine penge på min konto.håber denne anmeldelse vil få folk til at overveje om dette er et firma de vil handle med og at firmaet vil overveje hvordan de yder kundeservice fremover.
__label__5 ,jeg skulle bruge et kabelog jeg havde fået anbefalet komplett. jeg bestilte og fik det indenfor et par dage. jeg bestiller der gerne igen.
__label__3 ,tog en uge inden varene landede. og varene var på lager..
__label__5 ,har haft 2 episoder med hardware der fejledeog begge gange har kundeservice taget god hånd om sagenog i en situation fra i daghvor jeg oplevede fejl på en ramblokog komplett ikke gjorde efter 92 timers memorytestfik jeg tilsendt en ny pakke ram. komplett er min foretrukkende hardware butikog kan kun anbefale at handle der
__label__5 ,købte 50 tv. rigtig god pris. hurtig levering. budstikken kom med det og inden jeg fik spurgt tilbød han selv at hjælpe det mrd op i lejligheden
__label__4 ,jeg bestilte en komplett gamer 6k til en god pris d. 10. januar jeg har modtaget denog er rigtig glad for den den eneste grund til at komplett ikke får 5 stjerner erat de ikke var gode nok til at informere om leveringstiden.af bestillingsbekræftigelsen fik man indtryk afat der ville gå 5 dage. der gik 13 dage. så for det første skal der understreges at det det arbejdsdage (hvis det er det) og for det andet skal komplett være bedre til at informere om leveringstiden. jeg fik den at vide af support-chattenmen blev ikke informeret om det i bestillingsbekræftelsen. det er det eneste minus.13 dage er skam helt fint for en computersom i skal samle. - bare i informerer om tiden. men tak for en god handel komplett.
__label__4 ,de har varenmen er min 2 dage om at levere.
__label__4 ,alt gik perfekt med komplet.dk. kontrollen vedr. dankort er et rigtigt godt tiltagså er alle parter sikre på at dankortet ikke er misbrudt. helt igennem en perfekt oplevelse. jeg handler gerne med komplett igen. at i ikke får 5 stjernerskyldes ene og alene misinformationen vedr. levering med budstikken. i skriver at man vil blive ringet op af budstikken for at aftale dag og tidmen det gør man ikke. budstikken ringer 5-10 min de holder ved bopælen. dette er ikke tilfredsstillendevi er trods alt nogle der har arbejde endnuså da budstikken ringedemåtte jeg først der aftale en ny tid for afleveing. dette resulterede i at min vare blev afleveret 2 dage senere end jeg havde regnet med.disse oplysninger bør i få rettet tilså jeres kunder ikke bliver misinformeret.
__label__5 ,den bestilte laptop var ikke på lager ved bestillingenmen var bestilt hjem. vi troede der ville gå lang tidfør vi ville modtage den. den blev dog allerede sendt nogle få dage senere og vi synesdet hele foregik hurtigt og med gode e-mailsder fortaltehvad der skete og hvor langt ordren var i systemet. vil helt klart handle her igen og anbefaler gerne komplett. der er kun ros til dem her fra.
__label__4 ,rigtig fin butik. fik min pakke efter 2 dagesom der står på komplett.dkdog kunne den godt være pakket bedre ind da der bare lige var lagt de der luft-puder ind over denog ikke ind under pakken.
__label__5 ,komplett har fornuftige priser og god service. man kan altid regne med dem. netop derfor fortsætter jeg med at handle hos dem. jeg skal købe et nyt tv om kort tidog det bliver også hos komplett.jeg ønsker dog flere konkurrencer så jeg kan vinde nogle penge til at købe flere vare hos dem.
__label__5 ,jeg havde bestilt et grafikkort i deres demoshop. det viste sig så at det var et kort de skulle have modtaget en erstatning for fra deres leverandørmen da modellen var opgraderet ville det ikke komme alligevel. jeg skulle have haft en mail fra kundeservicemen da jeg aldrig havde modtaget den mail valgte de i stedet at sende mig et helt nyt kort.super service.
__label__5 ,jeg købte noget ddr34 gb ram til min asus komputer og det virker som det som skal til en billig pris efter hvad jeg har set andre steder var det dyrere end hos komplet.dkså hvis jeg mangler noget en anden gangtil min computersom de harkøber jeg det hos dem. leveringen gik meget hurtig-
__label__5 ,levering som lovet og altid fin og høflig betejning
__label__3 ,fin service og gode priserdet eneste minus var at jeg ikke fik besked fra postdanmark at pakken var kommet til posthuset.
__label__5 ,ingen klager over hovedet
__label__5 ,alt kører bare godt fra start til slut
__label__1 ,de har tit nogle gode knald tilbudmen deres porto på 69 kr. er helt urimelige på mindre tinghvor porto er under 25 kr. hos postdanmark. man kan dog selv hente for 39 kr. hvilket er okay for de store ting og man selv kan hente. de mindre forsendelser burde koste mellem 19-29 kr.ikke smart at man ikke kan finde dit svar robertmen det forklarer ikke hvorfor det skal være så dyrt også at afhentei sender det jo hele samlet til et sted og der går alligevel flere dage før det er i jeres pick-up.update: 19/10-2012de snyder med før og efter priserne...åbent forespørgelse til markedsføringen hos komplett danmark. hvilket regler bruger komplett danmarknår de skriver spar %?hvad er reglerne for at lave en prisnedsættelse? hvor længe skal prisen have været den annoceretfør at i må skrive at man sparer xx-%???når man så skriver spar 25%skal det være på den seneste opslået pris eller?eller retter i bare priserne tilså de lige passer til jeres tilbud.fx. den nye playstation super slim. i starter med 2.490 kr.før der er gået 6 ugerkoster den 1.990 kr spar 20% (allerede herhar i lavet første fejl)og nu koster den så 1.878 kr. spar 25%og her er den anden fejl.så jeg vil gerne videhvordan man faktisk gør det i komplettfor det er ikke første gangat i ikke kan de danske regler.
__label__5 ,komplett lever op sit navn for alt er komplett .. ja ovenikøbet en super duper go service .. så de bedste anbefalinger herfra mig :)
__label__4 ,super service hurtig levering
